date,Tp,pH,Cl,Cl_2,Redox,Leit,Trueb,Fm,Fm_2
2016-08-22,7.194861111111111,8.341548611111111,0.16596527777777778,0.10927152777777778,752.3194444444445,211.6013888888889,0.021790277777777776,1588.5826388888888,920.1534722222223
2016-08-23,7.295069444444445,8.34617361111111,0.16416666666666668,0.10741666666666667,751.8319444444444,210.64791666666667,0.024553472222222223,1740.7479166666667,864.9333333333333
2016-08-24,7.366319444444445,8.335548611111111,0.1647986111111111,0.11222777777777779,753.8229166666666,209.25555555555556,0.026581944444444443,1866.6583333333333,1005.1993055555556
2016-08-25,7.455555555555556,8.335597222222223,0.16604166666666667,0.11369583333333334,753.8034722222222,209.67013888888889,0.02229861111111111,1849.8625,1052.9027777777778
2016-08-26,7.499236111111111,8.321958333333335,0.1648263888888889,0.11503333333333333,755.3340277777778,206.79652777777778,0.026735416666666668,2114.3305555555557,1243.7708333333333
2016-08-27,7.5507638888888895,8.326888888888888,0.16603472222222224,0.11396597222222221,754.7569444444445,207.07708333333332,0.026045138888888892,1903.5708333333334,1276.9722222222222
2016-08-28,7.617430555555556,8.351986111111112,0.1645625,0.11141041666666668,753.69375,208.84652777777777,0.021208333333333333,1769.7076388888888,1152.5270833333334
2016-08-29,7.509236111111111,8.341208333333334,0.16115277777777778,0.11119513888888889,754.0826388888889,211.3763888888889,0.021175694444444445,1845.9840277777778,1110.0736111111112
2016-08-30,7.627361111111111,8.362388888888889,0.1655763888888889,0.10860694444444445,750.8201388888889,211.54236111111112,0.02730138888888889,1620.3868055555556,716.0722222222222
2016-08-31,7.652222222222223,8.356388888888889,0.16577886307993317,0.11316275303514323,752.582372293824,209.28333333333333,0.025962500000000003,1832.1083333333333,897.2458333333333
2016-09-01,7.666041666666667,8.348541666666666,0.16567578171542194,0.11268661718139757,752.7869668098704,208.1375,0.028150694444444443,1770.4597222222221,1140.6125
2016-09-02,7.684930555555555,8.371708333333334,0.16645941863548874,0.11227733636847657,753.1309834049351,210.03958333333333,0.026411805555555556,1841.7993055555555,1012.0493055555555
2016-09-03,7.67625,8.390812500000001,0.16608441863548876,0.1123683085906988,752.8039000716018,210.9152777777778,0.026332638888888888,1683.7743055555557,1021.2590277777778
2016-09-04,7.689930555555556,8.387097222222222,0.16568055555555555,0.1109625,751.36875,212.3215277777778,0.024800694444444445,1564.9534722222222,804.8402777777778
2016-09-05,7.719444444444444,8.390930555555556,0.16571527777777778,0.11129791666666668,752.4277777777778,210.69444444444446,0.02266736111111111,1710.8055555555557,832.9395833333333
2016-09-06,7.768680555555555,8.384993055555555,0.16761805555555556,0.11089930555555555,752.16875,211.7125,0.024252777777777776,1690.2770833333334,965.7888888888889
2016-09-07,7.839722222222223,8.334013888888888,0.16477083333333334,0.10430208333333332,733.775,212.60347222222222,0.02722986111111111,1673.9604166666666,828.2409722222222
2016-09-08,7.853472222222222,8.400284722222223,0.1681388888888889,0.10971805555555555,752.4368055555556,209.86111111111111,0.026325694444444443,1677.3506944444443,952.3923611111111
2016-09-09,7.950763888888889,8.343222222222222,0.16836805555555556,0.11023680555555557,754.3861111111111,211.18541666666667,0.024722916666666667,1598.9902777777777,925.6833333333333
2016-09-10,8.013472222222221,8.336402777777778,0.16883333333333334,0.11234722222222222,755.5506944444444,210.8173611111111,0.022335416666666663,1434.4534722222222,1033.9173611111112
2016-09-11,8.036458333333334,8.326625,0.16666666666666666,0.11067152777777776,756.2013888888889,210.3486111111111,0.027106944444444444,1550.1444444444444,1019.9444444444445
2016-09-12,8.10875,8.349,0.16651388888888888,0.1071263888888889,755.4291666666667,211.33333333333334,0.026549305555555555,1677.60625,886.5736111111111
2016-09-13,8.15076388888889,8.347458333333334,0.1635763888888889,0.10716944444444446,756.2729166666667,209.67083333333332,0.023466666666666667,1714.2680555555555,1056.3673611111112
2016-09-14,8.233055555555556,8.289375,0.1584375,0.10412847222222221,753.8152777777777,207.97222222222223,0.028277777777777777,1811.4298611111112,954.7909722222222
2016-09-15,8.274166666666666,8.32579861111111,0.16570833333333335,0.10583194444444444,757.0881944444444,211.20277777777778,0.02607638888888889,1756.1833333333334,1140.4541666666667
2016-09-16,8.252430555555556,8.352652777777777,0.16729861111111113,0.10648402777777777,756.6027777777778,210.06875,0.025597222222222223,1584.107638888889,974.8451388888889
2016-09-17,8.27576388888889,8.35875,0.16722222222222222,0.1040597222222222,755.7263888888889,210.39652777777778,0.020249305555555555,1321.420138888889,853.0479166666667
2016-09-18,8.280972222222223,8.371555555555554,0.16646527777777778,0.10369861111111109,755.3965277777778,210.31180555555557,0.018625694444444445,1396.3659722222221,782.9631944444444
2016-09-19,8.276250000000001,8.361527777777779,0.16675,0.10613749999999998,757.2006944444445,209.29930555555555,0.0195375,1567.2333333333333,885.825
2016-09-20,8.323125000000001,8.362215277777779,0.16709722222222223,0.10536597222222223,757.0020833333333,212.07916666666668,0.015286805555555553,1488.3402777777778,876.58125
2016-09-21,8.34326388888889,8.368979166666666,0.16600694444444444,0.10460833333333333,757.0090277777778,210.51666666666668,0.015303472222222222,1548.3715277777778,948.1395833333333
2016-09-22,8.358402777777778,8.283354166666667,0.16569444444444445,0.09912638888888889,724.2305555555556,212.06805555555556,0.015835416666666668,1474.6194444444445,949.1916666666667
2016-09-23,8.424513888888889,8.396319444444446,0.16620138888888888,0.10591597222222222,751.1916666666667,213.04513888888889,0.015434722222222221,1579.5430555555556,933.7770833333333
2016-09-24,8.478402777777777,8.399077512303705,0.16610416666666666,0.10297083333333333,751.3881944444445,213.70572865585842,0.014784568547324507,1412.4701388888889,838.6777777777778
2016-09-25,8.543055555555556,8.411693780759267,0.16719444444444445,0.1055138888888889,753.7159722222223,212.55772441742386,0.015454824146089043,1436.0020833333333,914.2027777777778
2016-09-26,8.57423611111111,8.394607536911119,0.165,0.10430069444444445,754.0590277777778,210.25121374535306,0.01836828897530685,1574.7736111111112,873.3090277777778
2016-09-27,8.642916666666666,8.38914292281852,0.16613194444444446,0.10395694444444445,754.3243055555556,211.56362821681813,0.015553742606995586,1560.6451388888888,949.5055555555556
2016-09-28,8.676388888888889,8.385118055555555,0.1661388888888889,0.10504166666666666,755.1861111111111,212.0375,0.015138194444444444,1582.8479166666666,902.7798611111111
2016-09-29,8.79861111111111,8.396145833333334,0.16504861111111113,0.10479583333333334,755.5159722222222,211.40625,0.014680555555555556,1523.6326388888888,1017.7743055555555
2016-09-30,8.799930555555555,8.386881944444445,0.164625,0.10366180555555556,755.3979166666667,209.19722222222222,0.01529722222222222,1457.6104166666667,923.19375
2016-10-01,8.821805555555555,8.36242361111111,0.16735416666666666,0.10552847222222221,755.7833333333333,209.26875,0.01644652777777778,1377.982638888889,896.1201388888888
2016-10-02,8.880902777777777,8.349416666666666,0.16670138888888889,0.10462430555555555,755.3826388888889,210.9611111111111,0.01619513888888889,1361.1319444444443,883.6277777777777
2016-10-03,8.90986111111111,8.356402777777777,0.1652013888888889,0.10339652777777777,755.3138888888889,210.76388888888889,0.01613263888888889,1386.2041666666667,803.3458333333333
2016-10-04,8.950138888888889,8.348041666666667,0.16495138888888888,0.10448055555555555,756.5083333333333,210.4701388888889,0.016722916666666667,1560.9243055555555,953.3006944444444
2016-10-05,8.952708333333334,8.356493055555555,0.16634722222222223,0.10598888888888888,756.8,211.96805555555557,0.01613402777777778,1575.6138888888888,904.9381944444444
2016-10-06,8.969861111111111,8.362069861944612,0.16623611111111114,0.10560555555555556,756.5819444444444,213.2375,0.015579166666666668,1558.1770833333333,950.6569444444444
2016-10-07,9.03513888888889,8.365625208750084,0.16709722222222223,0.10637291666666666,756.5618055555556,214.31666666666666,0.015919444444444444,1453.4125,919.6222222222223
2016-10-08,9.072430555555554,8.356902986527862,0.16524305555555557,0.10501388888888889,756.1055555555556,214.30208333333334,0.016854166666666667,1339.41875,899.5118055555556
2016-10-09,9.165138888888889,8.371958542083416,0.16390972222222222,0.10335972222222221,755.3868055555556,214.75555555555556,0.016175694444444444,1352.8465277777777,881.7090277777778
2016-10-10,9.188472222222222,8.36580576430564,0.16563194444444446,0.10635,756.7083333333334,214.63680555555555,0.015583333333333334,1484.0923611111111,843.7715277777778
2016-10-11,9.229375,8.365527777777778,0.16621527777777778,0.10570416666666667,756.1097222222222,213.85833333333332,0.016018750000000002,1404.9222222222222,938.08125
2016-10-12,9.157499999999999,8.35245138888889,0.1645763888888889,0.10520833333333333,756.2159722222223,214.07986111111111,0.01689166666666667,1398.3520833333334,919.8673611111111
2016-10-13,9.165138888888889,8.366659722222222,0.16390972222222222,0.10335972222222221,755.3868055555556,214.75555555555556,0.016175694444444444,1352.8465277777777,881.7090277777778
2016-10-14,9.375555555555556,8.367694444444444,0.16470833333333335,0.10384583333333332,755.2138888888888,211.23611111111111,0.016715972222222222,1408.1569444444444,922.1368055555556
2016-10-15,9.557916666666667,8.367152777777777,0.16461805555555556,0.10296527777777778,754.4798611111111,209.88055555555556,0.01638263888888889,1332.5076388888888,967.6319444444445
2016-10-16,9.672916666666667,8.3680625,0.1662638888888889,0.10428680555555556,754.5527777777778,210.11388888888888,0.016495833333333335,1333.95,906.2375
2016-10-17,9.716458333333332,8.369506944444444,0.16439583333333335,0.10377638888888888,754.8833333333333,209.22708333333333,0.015870833333333334,1497.5145833333333,879.0118055555556
2016-10-18,9.807083333333335,8.370465277777777,0.1638263888888889,0.1018423611111111,753.7895833333333,210.1611111111111,0.015152777777777777,1404.879861111111,886.16875
2016-10-19,9.776388888888889,8.388277777777779,0.15945833333333334,0.09875625,752.4763888888889,211.19027777777777,0.013452777777777777,1296.5555555555557,974.4479166666666
2016-10-20,9.835486111111111,8.411729166666666,0.1646527777777778,0.10118472222222222,753.1791666666667,209.71944444444443,0.016277083333333334,1537.2423611111112,855.6611111111112
2016-10-21,9.916180555555556,8.409145833333334,0.1650625,0.10026527777777779,753.1166666666667,210.44722222222222,0.01532361111111111,1436.7145833333334,932.1145833333334
2016-10-22,9.965833333333332,8.422729166666667,0.1661875,0.09954444444444444,751.9145833333333,210.48125,0.016981944444444445,1339.9090277777777,849.1868055555556
2016-10-23,10.03298611111111,8.422222222222222,0.16602777777777777,0.09933680555555555,751.5326388888889,212.35972222222222,0.018125,1373.1395833333333,831.1493055555555
2016-10-24,10.123472222222222,8.430354166666666,0.16326388888888888,0.0976,751.4027777777778,209.93055555555554,0.01697013888888889,1567.0388888888888,937.0819444444444
2016-10-25,10.297708333333334,8.4393125,0.16640972222222222,0.09808750000000001,750.075,210.7451388888889,0.016034027777777776,1338.44375,975.4659722222223
2016-10-26,10.40263888888889,8.426152777777778,0.16635416666666666,0.09631527777777776,749.0916666666667,211.19166666666666,0.017852083333333334,1392.9708333333333,894.5020833333333
2016-10-27,10.492986111111112,8.381680555555556,0.16697916666666668,0.09961736111111112,750.0041666666667,205.94375,0.0170375,1322.7125,959.5972222222222
2016-10-28,10.566805555555554,8.375770833333334,0.16778472222222224,0.09894583333333333,749.8027777777778,206.39027777777778,0.016930555555555556,1437.1381944444445,1010.00625
2016-10-29,10.716597222222221,8.375840277777778,0.1688125,0.1003923611111111,750.2944444444445,204.95069444444445,0.015568055555555555,1483.0826388888888,945.1784722222222
2016-10-30,10.786991327551702,8.380847231487659,0.16399599733155437,0.0963022014676451,748.7545030020013,207.89793195463642,0.017737825216811207,1336.4969979986658,847.472981987992
2016-10-31,10.889722222222222,8.387180555555556,0.16588888888888892,0.09695416666666667,748.8152777777777,205.8826388888889,0.01861736111111111,1303.6638888888888,858.9194444444445
2016-11-01,10.889583333333333,8.403034722222223,0.16638194444444446,0.10050277777777777,750.1326388888889,202.90347222222223,0.017164583333333334,1478.1652777777779,1014.2659722222222
2016-11-02,10.889930555555555,8.416902777777779,0.16538194444444446,0.10428819444444445,750.9569444444444,202.36041666666668,0.01924236111111111,1375.4138888888888,912.9173611111111
2016-11-03,10.838194444444444,8.356979166666665,0.16120138888888888,0.09878125,740.0381944444445,200.68402777777777,0.020045138888888887,1498.2409722222221,945.5305555555556
2016-11-04,10.706458333333332,8.41767361111111,0.1675902777777778,0.10743819444444444,755.5826388888889,191.14097222222222,0.020567361111111113,1451.9465277777779,888.2993055555555
2016-11-05,10.665763888888888,8.403590277777777,0.16317361111111112,0.10637708333333333,758.7444444444444,189.26458333333332,0.02160555555555556,1511.6027777777779,889.5736111111111
2016-11-06,10.448680555555557,8.40657638888889,0.16418750000000001,0.10665347222222221,759.2902777777778,189.59305555555557,0.020920138888888887,1391.454861111111,872.0993055555556
2016-11-07,10.272847222222222,8.398618055555556,0.1643888888888889,0.10582708333333332,760.0784722222222,189.79444444444445,0.020775694444444444,1498.1944444444443,918.59375
2016-11-08,10.1007476635514,8.4103738317757,0.16285981308411215,0.10411401869158879,759.4130841121495,190.83551401869158,0.02131588785046729,1349.6971962616822,797.0448598130841
